usuario_id,qtd_jogos,qtd_avaliacoes
2290370,7,1
2301060,6,1
2301856,5,1
2302777,51,1
2308370,0,1
2315062,4,1
2317712,14,1
379804,842,2
2737600,210,13
2813695,1151,2
3161493,821,7
3722316,162,3
3856162,109,4
3907433,187,7
4170469,469,60
4560486,64,4
4731355,654,5
5258185,2438,13
5537321,1005,5
5857439,219,2
6080601,23,2
6081740,662,2
6331652,843,10
6656214,80,5
69621,964,5
98672,350,5
207656,869,6
336493,125,14
343585,828,41
425071,27,2
560911,792,2
692167,265,1
736013,454,1
1277100,1629,7
1351479,457,2
1491769,108,5
1623700,535,5
1764987,172,4
1959900,342,9
1971529,150,1
2106442,652,2
2517898,962,1
2519013,145,14
2634154,718,4
2768344,775,7
2793242,158,1
2854532,1390,3
3042070,124,6
3237499,68,1
3281822,416,1
3298634,244,5
3302018,254,1
3318080,213,4
3368309,269,8
3376642,116,8
3428070,351,2
3492709,500,14
3528677,981,12
3577953,117,6
3610010,1143,1
3628713,39,3
3642681,34,1
3903437,706,3
3903912,376,1
3977038,78,2
4018858,1225,8
4024900,241,14
4070483,469,3
4079786,940,13
4091189,309,8
4100420,207,1
4108469,207,2
4127636,153,11
4144279,303,60
4147915,307,6
4253611,83,1
4266765,185,5
4271279,401,1
4334547,687,6
4394847,136,8
4436347,547,18
4503412,32,1
4518763,136,2
4547768,805,13
4649745,201,2
4702869,740,10
4707535,377,3
4759497,484,17
4812727,234,3
4829568,300,3
4938940,137,2
4962640,127,7
5035317,500,12
5042912,159,3
5060290,691,7
5095576,118,13
5099187,95,2
5122807,333,1
5129520,150,1
5163835,382,3
5166724,372,1
5167988,594,13
5168261,426,5
5194292,1506,44
5202690,202,4
5241979,332,1
5243108,209,7
5249615,292,3
5267084,223,2
5284931,52,1
5284982,826,9
5292418,172,11
5299744,871,5
5301405,160,6
5301583,146,6
5309857,551,1
5317356,399,1
5317667,248,2
5327999,209,1
5347604,85,1
5354205,331,1
5365108,131,5
5365783,553,5
5369609,61,1
5370407,36,1
5376658,454,3
5402326,270,1
5425384,19,3
5427729,517,6
5428985,119,3
5440753,244,2
5443654,287,17
5454090,67,4
5470035,662,8
5482028,219,16
5486152,169,8
5506921,248,5
5508586,214,5
5509880,489,5
5518857,409,2
5561688,218,8
5562502,278,2
5564781,586,1
5589119,187,1
5594132,476,26
5594185,234,6
5606353,507,9
5622488,1046,13
5628422,82,2
5631314,98,4
5634631,37,1
5655319,61,2
5665293,564,14
5670313,285,1
5676990,24,6
5681440,122,1
5683570,43,3
5695180,102,9
5698946,59,1
5702965,364,7
5727793,172,6
5749089,100,2
5752302,403,4
5765658,325,1
5773880,363,1
5810658,172,6
5816516,174,6
5817913,13,1
5817965,123,10
5834724,616,3
5842159,228,8
5888657,101,1
5888880,18,1
5897399,90,3
5906359,576,6
5912516,91,12
5918575,425,16
5925421,116,6
5929763,422,2
5932034,154,2
5960349,644,1
5964814,243,10
5987635,309,1
6005523,866,1
6008709,93,12
6049953,430,12
6064612,69,2
6092366,551,4
6123051,93,3
6123488,162,1
6190045,261,31
6207163,483,4
6227717,319,53
6262895,258,7
6278292,101,2
6300894,107,4
6301378,52,1
6341924,94,1
6355686,390,2
6362759,54,1
6397173,74,1
6436641,228,9
6438680,99,4
6522743,75,1
6546942,35,4
6547068,416,5
6567108,502,1
6573489,462,1
6615370,288,3
6623881,83,1
6645375,1826,4
6665158,1025,14
6674654,68,2
6695436,366,2
6706848,172,4
6716377,95,1
6751935,207,2
6754310,594,2
6756173,89,1
6814341,233,6
6831329,138,1
6837507,109,5
6840503,109,3
6867307,34,2
6893357,305,26
6910845,989,1
6914282,1575,25
6916681,131,1
5718,32,1
24159,275,7
28750,659,3
37630,174,4
53344,245,21
81011,937,17
97869,158,2
117758,218,2
123817,134,12
128974,172,30
133567,135,1
136831,72,2
159779,520,5
162465,105,2
187949,73,1
194189,44,6
263936,476,5
298335,44,4
322380,258,3
326898,942,30
339702,347,7
363839,191,4
387792,6,1
424153,104,1
456083,9,1
575492,402,9
609100,65,1
610665,245,4
612547,88,1
632536,95,1
655764,132,2
679392,421,4
865181,86,10
877455,115,2
885312,160,6
893081,188,21
918961,762,19
939348,701,4
946085,427,1
1040831,232,5
1155919,447,3
1156240,147,7
1184431,153,2
1280108,42,2
1285572,412,69
1317989,47,1
1360603,226,3
1409151,39,6
1418497,54,5
1459062,380,30
1468713,69,1
1469172,82,3
1482516,33,1
1491400,152,1
1525343,97,1
1544920,259,3
1554350,264,42
1574431,16,1
1615087,29,1
1652961,147,1
1683649,110,2
1706405,214,3
1719461,28,1
1720679,30,5
1794441,153,4
1861229,107,3
1864071,124,1
1867700,41,1
1873441,137,1
1926081,221,5
1933200,303,26
2006338,610,12
2021422,154,3
2031259,106,3
2052180,153,5
2060721,62,1
2065886,212,5
2069514,184,7
2075861,78,2
2078309,134,2
2081947,220,14
2099056,198,7
2101312,82,1
2105308,277,14
2106920,366,10
2109052,78,6
2114880,171,5
2121692,119,4
2125068,730,17
2140572,42,2
2143951,37,9
2165489,280,23
2173517,87,2
2236285,172,6
2237293,69,3
2247014,240,4
2257335,27,1
2258943,199,4
2289992,33,1
2326625,53,1
2337857,227,2
2342663,90,1
2359694,267,10
2367339,19,1
2367681,33,2
2371145,119,2
2388932,497,6
2388981,28,3
2400450,67,3
2405271,19,1
2413313,88,4
2429195,16,1
2432339,109,11
2437911,29,1
2445578,24,4
2453591,124,11
2463662,486,11
2473566,95,4
2502366,233,1
2510718,106,6
2514144,128,5
2529202,104,5
2535979,98,6
2537773,191,6
2548779,282,1
2549478,65,1
2552062,524,94
2553268,61,2
2579894,467,3
2582244,164,1
2590347,269,11
2598665,145,1
2605290,73,1
2611684,121,13
2613686,45,1
2614872,20,2
2618107,25,1
2625924,253,9
2651733,68,3
2655991,0,1
2676032,197,10
2694946,114,1
2697319,203,3
2698897,109,2
2728913,20,2
2735219,160,1
2742112,342,5
2759922,181,2
2773775,401,6
2774216,69,3
2788609,97,4
2793111,120,2
2813757,311,10
2815264,18,2
2818632,117,7
2831999,75,2
2850474,36,5
2854510,57,3
2860484,54,1
2866583,107,3
2868584,85,5
2894846,153,5
2910097,12,1
2978778,80,2
3003151,80,2
3004714,219,2
3010139,50,1
3030757,27,1
3053042,65,1
3059161,21,2
3075115,104,4
3076547,150,14
3084447,191,5
3087701,39,1
3090824,334,2
3114705,760,27
3116397,246,24
3135240,58,3
3142589,27,2
3149187,62,1
3159355,266,16
3167231,99,1
3168092,55,5
3169421,162,10
3171101,239,3
3183630,127,2
3196415,277,8
3207650,816,22
3208295,200,12
3262180,49,4
3282246,64,2
3282296,82,40
3299118,116,6
3311094,830,23
3315029,120,10
3315305,237,4
3318101,54,2
3329776,88,8
3358561,220,3
3364064,62,4
3385635,157,10
3389863,137,2
3392881,120,2
3397690,136,10
3400289,54,7
3404173,22,1
3415240,74,1
3421181,37,1
3423647,65,2
3428673,103,4
3448285,60,1
3456357,55,6
3469068,150,12
3480698,26,2
3504505,51,3
3516290,673,3
3519994,94,4
3524048,57,1
3524556,279,11
3526804,139,2
3528531,50,3
3530689,109,13
3533329,438,8
3539091,195,2
3540406,24,3
3543119,173,6
3560866,374,23
3579806,49,1
3581014,23,2
3586651,192,4
3601780,78,1
3602052,147,3
3619593,179,29
3634445,108,17
3656516,20,2
3658916,100,12
3675826,100,1
3700353,44,6
3738188,28,3
3742149,135,3
3750454,183,1
3755383,113,1
3770178,154,7
3779019,130,1
3782104,13,2
3793821,68,1
3809032,37,3
3810510,40,1
3817008,65,1
3837111,96,2
3854385,186,2
3859845,16,1
3865275,62,3
3872084,136,3
3895239,31,2
3896178,12,1
3913333,51,1
3925238,56,1
3945344,32,3
3953757,29,6
3956980,53,6
3958488,281,7
3983806,40,2
3988234,78,6
3996644,52,7
4010638,48,2
4029098,100,2
4038901,119,1
4043462,5,1
4062240,121,3
4064227,27,3
4071509,62,3
4083923,118,7
4085001,2,1
4099693,8,1
4107261,45,6
4148647,119,3
4180279,15,1
4205028,15,1
4212625,73,2
4214922,157,1
4215692,289,4
4215768,101,1
4217744,216,2
4231766,806,46
4282732,112,4
4290049,105,1
4306719,29,2
4308700,287,18
4314078,42,2
4317411,136,5
4319557,13,1
4330749,6,1
4331071,20,1
4338293,164,1
4367907,166,4
4372192,86,3
4374624,31,1
4379015,57,1
4387131,149,33
4388662,96,1
4395427,146,5
4413481,253,3
4413621,20,1
4415669,187,1
4419562,61,4
4449084,19,1
4451134,125,1
4455852,70,1
4463372,16,1
4478399,29,4
4489160,64,2
4491731,21,1
4507947,17,2
4523163,80,20
4550391,81,1
4554599,18,1
4585690,21,2
4617158,26,1
4617469,287,13
4629838,472,1
4634868,24,7
4635565,60,2
4638299,165,6
4667112,54,3
4673620,30,2
4696704,48,1
4809054,10,1
4832852,93,2
4856911,43,1
4862855,78,2
4864799,18,2
4865453,13,1
4884211,79,1
4896751,62,2
4897888,3,1
4909941,47,5
4920940,85,6
4923472,29,9
4940916,58,1
4954198,56,2
4964106,25,3
4981535,61,2
4987088,177,1
5001943,28,4
5006874,81,2
5011855,73,3
5043297,104,6
5048866,24,1
5055965,7,1
5060514,433,6
5063285,35,1
5070257,87,1
5072419,0,1
5110472,19,3
5112370,30,6
5141527,84,1
5151252,118,2
5191122,34,3
5201770,5,1
5207126,124,11
5235740,31,1
5238716,9,3
5240366,69,1
5244085,61,2
5247501,3,1
5990396,135,17
5997966,147,1
6019605,21,1
6033324,192,2
6052517,18,4
6082124,613,6
6103978,68,2
6120005,26,1
6144243,93,2
6152943,54,4
6157793,10,2
6161355,18,1
6175134,10,1
6178770,73,3
6212500,86,1
6231495,65,1
6252467,24,2
6256740,16,1
6265430,53,1
6266416,137,1
6266507,39,3
6273126,370,17
6296598,16,1
6303639,479,16
6306358,7,1
6308751,74,3
6310956,121,6
6320677,164,1
6321632,116,3
6327980,132,2
6328415,385,33
6328850,74,2
6332115,31,1
6348696,14,2
6373074,27,4
6373769,71,1
6393187,7,2
6397568,3,3
6399004,67,3
6400577,27,2
6404826,47,1
6420168,230,3
6424624,68,1
6431394,4,1
6452194,44,1
6460515,67,1
6462566,19,1
6464579,145,9
6467982,29,6
6468131,20,2
6473822,29,2
6503732,294,10
6515331,16,2
6516605,22,1
6520275,30,1
6523151,10,2
6532701,6,1
6533350,18,4
6565360,97,7
6573742,29,3
6595781,5,1
6610402,10,3
6621874,28,2
6648455,4,1
6651520,58,7
6653800,12,1
6663481,36,1
6673699,103,14
6686807,22,1
6697821,40,1
6773303,4,3
6804451,19,1
6856598,116,2
6883538,14,1
6894944,17,4
6905211,24,1
6914249,164,19
15839,54,1
23813,62,1
41178,45,2
53198,11,1
60318,7,4
70482,33,2
85624,84,1
86212,16,1
105784,50,1
119347,15,1
132498,35,1
135413,17,3
142263,57,3
182281,261,13
185577,26,5
201400,105,11
232717,54,2
255521,5,1
270554,43,6
273354,7,1
273390,11,1
276370,109,12
286193,39,1
309016,60,3
333192,7,1
335787,4,1
345686,27,2
360554,99,10
363182,16,2
371362,34,9
393171,11,1
408218,57,7
412135,25,4
416186,145,2
425162,45,3
438975,30,3
445052,126,3
450809,68,9
463592,6,2
472488,101,6
479846,55,1
480369,57,1
493489,25,3
493641,7,1
525615,12,1
536741,24,4
546727,19,7
562670,177,20
570088,10,3
578366,0,1
617750,123,12
623957,160,2
631510,15,2
663341,8,1
669827,3,1
686189,21,3
686206,5,1
708003,10,3
745072,166,22
752162,58,2
752494,32,5
757433,48,3
765898,215,20
774860,2,1
782631,19,1
798595,2,1
819297,20,1
848408,3,2
850918,44,10
854714,3,2
859044,20,2
870506,17,2
873540,10,3
880681,84,2
914753,3,1
917750,26,2
919151,2,1
932642,107,2
943234,28,4
964528,0,1
973302,177,8
978673,24,2
993984,19,1
1005752,20,1
1013503,55,11
1019684,11,2
1026108,82,5
1026872,9,2
1038054,21,6
1038758,78,3
1056821,6,2
1058675,24,4
1062780,33,2
1077462,20,2
1092756,29,2
1096233,34,2
1101578,30,1
1103390,57,1
1110965,11,1
1121567,3,1
1123407,14,2
1130296,27,2
1132402,10,1
1137770,34,3
1146516,28,1
1173947,41,1
1184832,42,2
1186089,10,2
1186709,12,1
1186950,20,2
1216953,4,1
1222496,10,2
1222699,88,1
1228360,25,1
1251184,12,1
1271572,3,2
1279252,9,1
1292344,10,3
1294377,15,4
1298350,25,1
1303485,5,1
1303599,24,4
1304627,6,1
1307304,4,1
1309763,33,1
1322838,29,1
1349267,36,1
1356162,16,3
1359855,14,2
1370373,10,2
1371787,2,1
1380955,9,2
1383388,12,2
1384427,27,4
1395042,67,2
1399071,8,1
1404984,14,1
1411742,33,1
1423058,4,1
1426243,165,11
1431843,13,1
1434496,14,1
1456511,28,2
1462525,34,4
1470099,62,1
1474190,53,7
1478322,11,1
1478764,46,1
1487048,14,1
1487849,37,2
1490733,5,1
1499595,68,1
1501370,35,2
1503056,11,1
1508624,4,2
1525775,4,2
1555511,37,1
1556031,6,1
1564513,11,7
1572909,51,1
1585327,11,1
1585581,11,1
1603286,0,1
1617213,7,2
1625765,2,1
1634501,54,1
1635240,6,1
1648581,2,2
1674869,17,4
1691397,5,1
1691543,56,1
1700565,38,3
1724328,7,1
1726230,16,3
1740617,13,1
1740676,15,2
1743299,18,1
1746848,35,2
1760683,11,1
1765536,2,1
1774187,3,1
1778168,3,1
1789701,12,1
1790546,5,1
1790980,2,1
1791474,6,1
1793131,8,1
1793479,16,1
1793823,41,1
1795347,6,2
1809651,10,1
1813268,23,3
1827927,28,1
1828821,25,2
1837361,2,1
1840724,2,1
1841951,3,1
1842425,2,1
1847597,2,1
1847957,8,3
1849341,34,1
1851388,3,1
1853888,3,1
1862246,32,3
1912130,17,3
1926907,4,1
1929999,42,1
1948323,43,2
1952917,0,1
1961036,20,1
1961686,0,1
1970308,6,1
1973141,47,10
1991395,6,1
1992224,10,3
1998200,14,1
1999853,0,1
2000403,0,1
2018872,3,1
2020100,2,1
2046482,5,1
2070388,30,6
2086426,37,2
2106685,4,1
2109731,13,2
2109981,15,2
2197390,14,2
2201921,3,3
2209653,4,1
2214371,20,1
2214803,2,1
2227607,57,3
2244952,0,1
2245602,43,1
2249793,2,2
2254147,3,1
2255979,3,1
2267514,10,2
2280296,12,1
2284189,7,1
2286637,0,1
2307613,22,1
2309998,0,1
2311347,7,2
2312820,15,1
2316330,2,1
2316563,2,1
4296627,138,2
32238,215,9
3287241,332,1
4405353,95,3
5022483,1924,6
5410595,90,1
5497035,1180,1
5499120,499,3
5861884,31,1
5866168,954,39
6211538,430,28
6544655,775,22
6695342,168,2
6887550,1527,38
196672,191,5
330617,823,12
343503,1089,8
369322,1163,2
693462,506,2
702270,337,4
1021170,1039,4
1130919,48,2
1574544,156,5
2024392,225,1
2190456,462,5
2329829,13,1
2346078,590,18
2380547,93,3
2383158,233,5
2391118,165,2
2416796,169,4
2583706,32,1
2649060,359,5
2771018,163,22
2828094,323,12
2878386,299,5
2879251,293,12
2943157,346,6
2955951,14,1
2957351,227,3
2980503,100,10
3011400,178,12
3045661,628,22
3099012,1348,11
3156034,167,13
3233729,228,20
3442133,1161,32
3578307,354,1
3624349,63,2
3633406,475,15
3636633,240,1
3659671,263,1
3668951,296,5
3679414,392,1
3726920,593,50
3785743,451,2
3909313,137,4
3961746,133,10
4035539,156,2
4080071,31,1
4104754,226,12
4146297,263,8
4168507,137,4
4200395,619,2
4275858,12,1
4297182,240,7
4299085,864,3
4324835,715,10
4334905,202,8
4357515,533,18
4362460,276,4
4368235,952,10
4392978,159,2
4394078,58,1
4421796,1297,8
4436438,32,3
4445633,419,1
4475675,358,1
4523478,507,7
4531650,45,1
4539240,521,3
4548084,260,1
4567088,48,1
4619405,158,1
4664132,1550,1
4692743,684,11
4748892,69,2
4843927,307,2
4853668,317,5
4861969,193,12
4867414,297,2
4875746,139,4
4892575,93,2
4912662,360,4
4981683,180,18
5016751,41,3
5026458,238,5
5036570,11,3
5039625,75,1
5058848,53,2
5060658,440,7
5066059,93,1
5086133,98,10
5091305,808,5
5103380,482,4
5117444,137,1
5126496,66,1
5160791,207,3
5182042,287,3
5186707,300,3
5199328,212,7
5225092,148,1
5229216,358,3
5232874,757,1
5256295,651,8
5260103,59,1
5264671,164,14
5270074,169,1
5292862,56,2
5293420,122,1
5297339,175,7
5318359,410,4
5324377,32,2
5347609,5,2
5349565,120,3
5350750,1354,8
5352432,965,15
5359676,371,19
5363346,172,3
5371979,45,1
5375288,43,1
5384212,67,1
5390929,45,1
5393225,420,5
5394521,693,5
5395526,209,20
5424804,263,9
5431469,841,6
5446578,30,1
5449267,98,1
5450369,183,1
5452504,5262,15
5466798,297,4
5468600,955,4
5474920,221,2
5482208,66,4
5495175,198,1
5498999,499,7
5499242,241,1
5508594,756,15
5513853,67,5
5515959,436,1
5520600,436,32
5522486,527,2
5553840,173,1
5554348,440,6
5561452,24,2
5609339,190,19
5631115,133,5
5638082,554,20
5646217,2687,19
5665268,183,11
5665387,526,1
5672159,313,2
5686736,239,23
5699628,71,1
5704998,362,5
5713150,551,3
5721070,25,2
5733887,209,8
5757923,60,1
5795618,486,3
5804039,324,1
5806823,413,3
5819720,201,12
5845431,204,2
5851034,168,1
5864869,171,2
5872002,242,1
5880592,4,1
5901448,8,1
5910152,152,1
5931180,100,2
5937410,821,13
5939715,105,3
5940477,523,12
5968234,133,6
5972102,308,12
6065310,72,1
6067561,178,3
6068576,216,3
6069016,125,13
6103985,125,1
6111387,324,1
6153641,564,7
6155419,254,2
6158178,32,3
6174323,227,1
6227904,68,5
6232946,460,6
6234501,107,4
6261917,44,1
6278232,73,4
6327723,172,4
6347796,192,5
6371919,505,25
6409175,76,1
6416010,39,2
6421667,148,2
6462272,57,1
6550936,111,3
6588944,224,16
6596180,84,3
6680156,31,1
6696614,316,17
6728326,441,2
6729742,572,11
6750946,137,10
6756576,546,8
6765817,190,2
6785330,95,1
6794519,26,1
6814867,15,1
6817736,380,3
6818082,179,1
6820192,67,1
6821648,435,9
6824529,749,11
6829964,1522,22
6841273,167,3
6863554,230,18
6881944,30,1
23409,195,7
41519,55,1
87568,234,5
108721,116,2
181079,548,3
187753,389,14
200319,108,18
202994,65,1
219740,110,4
221305,59,1
224876,38,1
263072,430,33
292810,164,1
321746,296,2
331452,268,3
363549,108,2
364210,51,2
389009,573,29
415074,243,1
416942,58,1
438559,128,1
530248,146,4
533422,110,3
543916,175,8
564368,151,7
606449,288,26
640468,235,6
673807,187,1
673886,332,6
717640,111,1
760195,94,3
895648,74,1
913394,492,16
1040288,258,2
1087517,39,2
1111341,346,2
1143887,66,2
1169810,129,1
1244723,235,2
1350762,32,2
1361629,85,8
1367938,48,1
1389028,601,4
1426448,482,5
1441663,0,1
1461002,267,14
1470628,394,13
1478981,112,6
1481742,1773,61
1519691,263,11
1538412,69,6
1565415,65,1
1622126,38,1
1628031,61,1
1632279,68,3
1682371,268,21
1740297,172,3
1744081,133,2
1747775,47,1
1758783,83,6
1860483,67,2
1885987,190,3
1892861,56,1
1897666,221,2
1940646,64,11
1955820,128,6
1961035,139,9
1969127,93,4
2009582,53,4
2012912,468,1
2061355,65,7
2064811,497,4
2076820,84,1
2079320,168,4
2081592,13,2
2084004,10,1
2089117,67,4
2140443,276,14
2140699,210,1
2172622,244,10
2182527,173,2
2187076,37,1
2195657,329,6
2219845,81,2
2225324,227,1
2280938,122,4
2305700,336,3
2350407,194,13
2354018,28,1
2368769,269,1
2375380,218,1
2385174,17,2
2393943,3,1
2403221,69,1
2406137,45,5
2412990,56,6
2418028,511,3
2426364,115,8
2432419,239,5
2458159,187,3
2472017,636,3
2476552,73,2
2478674,39,1
2504647,38,1
2509223,673,8
2513822,93,10
2518662,170,5
2537493,43,1
2546735,105,1
2548161,44,3
2550858,106,5
2559200,44,3
2562763,12,1
2563263,555,16
2567128,78,5
2570051,134,10
2589850,30,1
2593809,186,5
2595546,254,6
2597942,57,1
2601709,201,7
2604785,95,5
2609626,104,2
2610785,174,9
2625822,89,1
2630961,108,1
2644020,84,1
2646236,258,1
2660144,144,22
2676579,250,3
2685844,212,8
2688557,231,18
2690404,211,1
2691698,316,2
2716434,21,2
2727370,241,6
2738592,149,1
2744316,22,3
2745649,153,5
2781338,34,1
2785054,93,3
2789821,589,11
2796929,364,13
2808431,74,12
2816429,58,6
2816535,26,1
2823068,120,5
2843563,45,1
2844691,35,1
2857740,142,3
2885910,82,8
2894118,64,1
2896198,237,7
2910858,19,2
2912515,153,2
2913686,342,1
2915207,113,1
2915982,133,11
2919205,30,1
2932884,169,9
2933080,357,10
2939515,14,1
2949935,103,1
2952957,41,1
2972010,151,3
2991286,50,1
2994294,15,1
3003690,370,1
3006757,132,1
3017423,275,4
3055127,77,7
3056324,320,5
3065568,44,1
3079019,433,3
3092829,218,6
3098075,120,3
3156533,228,1
3163421,39,3
3163811,310,8
3168103,67,1
3172758,97,2
3173665,13,1
3177284,340,12
3179241,54,2
3203119,86,1
3212729,332,4
3248665,166,16
3259101,118,1
3266428,22,1
3269003,19,1
3273664,68,5
3276328,35,3
3276493,111,2
3304586,67,4
3311739,1053,48
3319443,117,5
3327156,217,1
3333057,93,1
3364567,74,3
3366447,28,2
3382044,47,2
3382204,97,1
3389439,12,1
3389467,503,9
3399363,69,2
3409263,198,6
3414117,48,4
3465276,25,1
3490672,26,4
3507009,52,1
3512886,59,3
3513665,125,1
3546250,70,7
3555091,29,1
3572104,102,3
3583236,24,1
3602777,187,1
3629386,33,1
3650678,110,3
3668831,94,4
3678928,135,14
3690913,29,6
3695429,60,5
3696281,53,2
3710220,53,3
3710305,317,20
3726241,23,1
3728548,18,5
3733511,11,1
3733993,217,20
3748238,111,1
3751213,90,1
3767253,22,2
3781995,81,9
3799747,2618,35
3811469,51,1
3820920,43,7
3823237,61,6
3826148,82,1
3831649,128,17
3852052,91,2
3868715,100,5
3869149,39,3
3934153,104,10
3935564,116,2
3947748,42,3
3961529,222,5
3962704,379,4
3976465,48,11
3990759,2,1
4025176,233,5
4034633,36,2
4045560,9,1
4048582,531,15
4049217,27,4
4069684,937,33
4070465,17,1
4079153,48,5
4099354,120,5
4109390,181,5
4115322,95,2
4116275,8,1
4130326,47,3
4135403,135,3
4137068,130,7
4145297,123,3
4205129,110,1
4224141,23,1
4225773,166,3
4276453,220,15
4295754,71,4
4300268,169,12
4327094,22,1
4335111,8,1
4351098,25,1
4364075,62,4
4364580,194,3
4368432,172,18
4384621,16,2
4386308,102,4
4398637,27,2
4399804,108,1
4400880,302,10
4410694,233,3
4422463,77,1
4431451,17,3
4440543,37,4
4441926,62,1
4445474,29,2
4473836,66,2
4492881,56,1
4493780,76,7
4502412,98,2
4504278,16,2
4511130,58,3
4517884,92,3
4527767,51,1
4536817,30,1
4543641,41,2
4544938,9,1
4552450,15,1
4558179,96,3
4585585,55,4
4610520,19,1
4621209,102,7
4628490,511,2
4635093,86,4
4639205,59,3
4639386,30,1
4660537,15,1
4687547,63,1
4689309,78,6
4704390,8,1
4715196,203,26
4749160,81,2
4752656,126,12
4763558,72,1
4770755,59,4
4779916,126,3
4795168,437,9
4797715,37,6
4800184,32,1
4842028,3,2
4884032,63,13
4888858,117,4
4896832,235,2
4902433,35,3
4909930,393,5
4921970,50,1
4928021,8,1
4942592,0,1
4946396,60,8
4960139,14,1
4961822,34,1
4980845,58,1
4983371,46,1
4992562,249,6
4996094,53,5
5014640,35,1
5018189,187,4
5020795,38,3
5031464,31,4
5045057,31,1
5047210,26,2
5062515,17,1
5071741,32,1
5104166,52,2
5106486,63,9
5115100,17,2
5157807,43,1
5157945,5,1
5164866,189,3
5183406,8,2
5191788,71,11
5222401,5,3
5232641,64,4
5236377,383,2
5984064,24,3
6036849,76,4
6057847,42,3
6069265,25,2
6112151,143,1
6118265,113,13
6120092,43,3
6141094,58,1
6148569,7,1
6160887,21,1
6177600,6,1
6178831,16,4
6184721,91,5
6230571,16,1
6241064,92,10
6251206,154,1
6253225,75,4
6269119,33,1
6296185,85,3
6318565,179,11
6328853,75,1
6337128,66,4
6343175,50,4
6347497,98,4
6362063,389,5
6386437,60,4
6388573,82,1
6395860,9,1
6402800,65,1
6410737,42,1
6431614,2,1
6462113,98,2
6465398,5,1
6467285,32,3
6467475,37,1
6470486,4,1
6498554,24,2
6548319,73,1
6558155,49,1
6565459,14,2
6587708,7,1
6598547,83,7
6601090,6,1
6629089,35,1
6667255,7,3
6679608,182,4
6694001,24,1
6701818,33,1
6702021,108,6
6721428,16,1
6805731,68,3
6808301,4,2
6826024,42,2
6839061,4,1
6871945,28,4
6880115,14,3
6883663,39,10
6894827,27,1
6902154,10,1
649,147,8
945,40,1
9285,51,3
13802,6,1
15214,172,7
27796,60,1
40261,26,3
43959,67,2
64823,15,1
74839,30,1
76275,51,4
101384,10,1
112784,117,3
123981,132,27
126700,24,1
146504,0,1
189668,59,2
190656,79,1
217573,85,1
219265,33,2
223388,68,5
229241,32,1
257184,50,5
262829,143,2
264026,54,4
269263,85,15
285368,35,2
291717,36,1
293956,11,2
304470,26,1
308111,43,6
321587,39,2
331378,66,9
337359,34,2
386321,56,6
392674,24,3
398333,37,3
399389,45,1
401101,110,3
401846,9,1
409872,62,3
425471,6,1
426307,125,1
451978,70,3
452917,49,2
457081,11,1
457414,30,1
460026,14,1
473986,5,1
474299,29,1
487208,218,10
488203,32,1
507323,23,1
508561,29,3
513013,8,2
514783,27,2
516969,5,1
527154,41,4
535721,19,1
538103,23,3
543614,72,3
547020,10,1
553895,5,2
582937,27,3
595031,18,1
614803,6,1
627488,4,2
631142,63,2
665046,16,5
676460,148,4
680016,69,4
691141,31,1
710774,15,2
722743,72,1
727154,35,2
764732,13,1
778668,15,1
780045,19,5
784236,29,1
784774,2,1
786984,72,11
791564,9,2
814542,143,1
816408,32,2
819197,23,1
828818,25,1
832224,10,1
866391,17,2
868377,56,3
871480,26,2
874868,18,4
876971,9,1
882329,16,1
889500,57,1
902275,2,1
919971,21,1
924533,48,7
928907,9,3
947012,45,2
949291,8,1
954043,8,1
954734,2,2
967445,27,3
993025,22,3
1000054,116,1
1007927,57,4
1007989,26,1
1012626,0,1
1016323,11,1
1021729,8,1
1029063,22,2
1035405,59,2
1041766,13,2
1079235,35,4
1083480,12,3
1083789,262,8
1085059,60,45
1105824,27,1
1111975,34,3
1113357,34,1
1115888,9,1
1148047,75,9
1189543,5,1
1197868,45,3
1199606,37,1
1230084,20,5
1235803,11,2
1244226,2,1
1256256,20,1
1298235,8,1
1318856,11,1
1329848,39,4
1331318,7,1
1347346,16,1
1350858,10,1
1354991,90,5
1355820,6,1
1364487,14,1
1372872,20,2
1390548,11,1
1394584,46,1
1428210,17,3
1449425,10,1
1457290,24,2
1459498,16,1
1471865,2,1
1482619,5,2
1486984,14,1
1504226,18,2
1516544,2,2
1523847,85,2
1525281,26,6
1542814,100,13
1561071,3,4
1572342,12,2
1586791,20,3
1609464,2,1
1616113,2,1
1622359,4,1
1628661,16,1
1644319,10,1
1644829,14,1
1666670,61,5
1670379,0,1
1671625,44,5
1676422,11,1
1678544,22,3
1684944,122,4
1694623,34,2
1695252,30,1
1703994,11,1
1704166,20,2
1710800,4,1
1717350,7,1
1723830,6,1
1728380,9,2
1732715,3,1
1737123,15,2
1744885,3,2
1750342,8,1
1760381,9,2
1780940,7,2
1784302,9,1
1793299,13,1
1798538,28,1
1806566,14,2
1808387,17,1
1808496,11,1
1809562,24,2
1821998,35,5
1822807,5,1
1833678,7,1
1838368,16,2
1840235,23,2
1848709,36,4
1851395,4,2
1854556,7,2
1862617,144,13
1865440,13,1
1865716,3,1
1874103,17,4
1891551,27,1
1902579,11,1
1902746,11,2
1914328,12,1
1915605,6,2
1916479,26,1
1926106,2,1
1929758,5,2
1992376,16,6
2001343,6,2
2003274,7,4
