jogo_id,titulo,data_lancamento,win,mac,linux,avaliacao,feedback_positivo,qtd_avaliacoes,preco_final,preco_original,desconto,descricao,tags
298030,Total Annihilation,2015-12-18,True,False,False,Overwhelmingly Positive,96,2636,0.74,4.99,85.0,What began as a conflict over the transfer of consciousness from flesh to machines escalated into a war which has decimated a million worlds. The Core and the Arm have all but exhausted the resources of a galaxy in their struggle for domination.,"['Strategy', 'RTS', 'Classic', 'Great Soundtrack', 'Sci-fi', 'Multiplayer', 'Singleplayer', 'Robots', 'Retro', 'Atmospheric', ""1990's"", 'Base Building', 'Co-op', 'Action', 'Nostalgia', 'Top-Down']"
843810,A Perfect Day,2022-02-24,True,True,False,Very Positive,85,1365,19.99,19.99,0.0,"Revisit the final moments of 1999 for an eternity. Come face to face with your dreams and regrets. Explore a deep and interwoven narrative, solve perplexing riddles, and even play a few nostalgic minigames. Immerse yourself in happiness and sorrow with friends of ages past in your Perfect Day.","['Atmospheric', 'Narration', 'Adventure', 'Choices Matter', 'Singleplayer', 'Multiple Endings', 'Puzzle', 'Story Rich', 'Emotional', 'Investigation', 'Interactive Fiction', 'Time Travel', 'Exploration', 'Drama', 'Time Management', 'Nostalgia', ""1990's"", 'Retro', 'Indie', 'Hand-drawn']"
997010,Police Simulator: Patrol Officers,2022-11-10,True,False,False,Very Positive,85,9201,29.99,29.99,0.0,Welcome to Brighton! Join the police force of this fictitious American city and experience the day to day life of a police officer.,"['Simulation', 'Crime', 'Open World', 'Multiplayer', 'Realistic', 'Investigation', 'Immersive Sim', 'Singleplayer', 'Third Person', 'Automobile Sim', '3D', 'America', 'Education', 'Co-op', 'Online Co-Op', 'Exploration', 'Character Customization', 'Choices Matter', 'Early Access', 'Female Protagonist']"
1084600,My Time at Sandrock,2022-05-25,True,False,False,Very Positive,87,10242,24.99,24.99,0.0,"Travel to the desert community of Sandrock and take on the role of a fledgling Builder. Use your trusty toolset to gather resources, construct machines, and turn your run-down workshop into a well-oiled production facility to save the town from the jaws of economic ruin!","['Life Sim', 'Sandbox', 'Building', 'Crafting', 'Farming Sim', 'RPG', 'Dating Sim', 'Multiplayer', 'Open World', 'Character Customization', 'Mining', 'Post-apocalyptic', 'Simulation', 'Casual', 'Female Protagonist', 'Adventure', 'Singleplayer', 'Cartoony', 'Early Access', 'Indie']"
1388770,Cruelty Squad,2021-06-15,True,False,False,Overwhelmingly Positive,97,9183,19.99,19.99,0.0,An immersive power fantasy simulator with tactical stealth elements set in a sewage infused garbage world,"['Capitalism', 'Immersive Sim', 'FPS', 'Surreal', 'Psychological Horror', 'Cyberpunk', 'Shooter', 'Stealth', 'Psychedelic', 'Lore-Rich', 'First-Person', 'Dark Humor', 'Stylized', 'Dystopian', 'Action', 'Post-apocalyptic', 'Assassin', 'Tactical', 'Retro', 'Simulation']"
1874490,Potionomics,2022-10-17,True,False,False,Very Positive,89,3548,24.99,24.99,0.0,"You’ve inherited your uncle’s potion shop—and a huge debt. Better get brewing! Customize your store, hire heroes to gather ingredients, befriend (or romance) fellow vendors to learn new haggling strategies, and go head-to-head with competitors in this narrative-driven, deck-building shop simulator.","['Deckbuilding', 'Dating Sim', 'Capitalism', 'Simulation', 'Fantasy', 'Indie', 'RPG', 'Female Protagonist', 'Crafting', 'Resource Management', 'Card Game', 'Strategy', 'Romance', 'Management', 'Time Management', 'Life Sim', 'Wholesome', 'Singleplayer', 'LGBTQ+', 'Anime']"
204340,Serious Sam 2,2012-01-31,True,False,False,Very Positive,89,8837,9.99,9.99,0.0,Serious Sam 2 is a shot of adrenaline to the hearts of first-person shooter fans across the world. This is serious!,"['Action', 'FPS', 'Co-op', 'Comedy', 'Multiplayer', 'Shooter', 'First-Person', 'Gore', 'Funny', 'Singleplayer', 'Classic', 'Adventure', 'Indie', 'Sci-fi', 'Online Co-Op', 'Colorful', 'Great Soundtrack', 'Atmospheric', 'Open World', 'Difficult']"
215690,Zeno Clash 2,2013-04-30,True,False,False,Very Positive,82,599,14.99,14.99,0.0,"Ghat's story is far from over: Zeno Clash 2 picks up where the deliciously brazen first game left off. After 4 years of waiting, the sequel to the surreal first-person brawler brings more variety in combat and levels, and even more bizarre storytelling into the beguiling world of Zenozoik.","['Action', 'Indie', 'Surreal', ""Beat 'em up"", 'Fighting', 'First-Person', 'Adventure', 'Co-op', 'Singleplayer', 'Open World', 'FPS', 'Atmospheric', 'Fantasy', 'Online Co-Op', 'Sci-fi']"
216150,MapleStory,2012-08-09,True,False,False,Mostly Positive,70,10220,0.0,0.0,0.0,"Join over 260 million players worldwide in MapleStory, the world’s biggest 2D MMORPG adventure! Play now for free.","['MMORPG', 'Character Customization', 'Loot', '2D Platformer', 'PvE', 'Side Scroller', 'Multiple Endings', 'PvP', 'Third Person', 'Co-op', 'Platformer', 'Cute', 'Free to Play', 'Multiplayer', 'Anime', 'Story Rich', 'Massively Multiplayer', 'RPG', 'Casual', '2D']"
386360,SMITE®,2015-09-08,True,False,False,Mostly Positive,79,107061,0.0,0.0,0.0,"Join 35+ million players in SMITE, the Battleground of the Gods! Wield Thor’s hammer, or play as one of 120+ other mythological icons. The New Season includes a New Map, New God, New BP & a Magic: The Gathering Event! Become a God and play FREE today!","['Free to Play', 'MOBA', 'Multiplayer', 'Action', 'Third Person', 'MMORPG', 'Mythology', 'Nostalgia', 'Team-Based', 'Competitive', 'PvP', 'Co-op', 'Strategy', 'Massively Multiplayer', 'eSports', 'Open World', 'RPG', 'Adventure', 'Survival', 'Funny']"
459820,Crush Crush,2016-10-18,True,True,True,Very Positive,90,22735,0.0,0.0,0.0,"Welcome to Crush Crush - the Idle Dating Sim! Meet, flirt, and fall in love with a motley cast of girls in this heartfelt and hilarious game.","['Sexual Content', 'Free to Play', 'Nudity', 'Dating Sim', 'Anime', 'Hentai', 'Mature', 'Clicker', 'Cute', 'Singleplayer', 'Romance', 'Casual', 'Visual Novel', 'Funny', 'Comedy', 'Memes', 'Indie', 'Female Protagonist', 'Resource Management', 'NSFW']"
524220,NieR:Automata™,2017-03-17,True,False,False,Very Positive,86,80462,39.99,39.99,0.0,"NieR: Automata tells the story of androids 2B, 9S and A2 and their battle to reclaim the machine-driven dystopia overrun by powerful machines.","['Great Soundtrack', 'Story Rich', 'Female Protagonist', 'Action', 'Hack and Slash', 'RPG', 'Open World', 'JRPG', 'Anime', 'Post-apocalyptic', 'Singleplayer', 'Robots', 'Atmospheric', 'Sci-fi', 'Nudity', 'Adventure', 'Bullet Hell', 'Spectacle fighter', 'Character Action Game', 'Violent']"
1037130,Dandy Ace,2021-03-25,True,True,False,Very Positive,88,773,19.99,19.99,0.0,"Dandy Ace is an over the top action game that follows this fabulous magician seeking to combine and use his magical cards, fighting and looting his way to defeat the Green-Eyed Illusionist and free himself from a cursed mirror.","['Action', 'Indie', 'Roguelite', 'Isometric', 'Roguelike', 'Difficult', 'Dungeon Crawler', 'Singleplayer', 'Magic', 'Perma Death', 'Procedural Generation', 'Replay Value', 'Atmospheric', 'Hand-drawn', '2D']"
1711620,Demonheart: The Ice Demon,2022-11-14,True,True,False,Very Positive,89,56,19.99,19.99,0.0,"Play as the young witch Shar, as she moves in with a famous witch who keeps demonic prisoners in her basement. Will Shar find romance or doom?","['Adventure', 'Simulation', 'Dating Sim', 'Visual Novel', 'Otome', 'Female Protagonist', 'Romance', 'Choose Your Own Adventure', 'Anime', 'LGBTQ+', 'Multiple Endings', 'Dark Fantasy', 'Choices Matter', 'Colorful', 'Hand-drawn', 'Dark', 'Immersive Sim', 'Demons', 'Drama', 'Fantasy']"
2058190,Lost Judgment,2022-09-14,True,False,False,Overwhelmingly Positive,95,2028,59.99,59.99,0.0,"When a police officer discloses the murder of the student teacher who bullied his son to suicide, the twisted secrets of a Yokohama, high school bleed out. Nothing, in this case, is black and white.","['Action', 'Adventure', ""Beat 'em up"", '3D Fighter', 'Action-Adventure', 'Cinematic', 'Hack and Slash', 'Realistic', 'Third Person', 'Conspiracy', 'Crime', 'Dark', 'Detective', 'Drama', 'Foreign', 'Investigation', 'Gambling', 'Logic', 'Martial Arts', 'Modern']"
221640,Super Hexagon,2012-11-27,True,True,True,Overwhelmingly Positive,97,17074,2.99,2.99,0.0,"Super Hexagon is a minimal action game by Terry Cavanagh, with music by Chipzel.","['Difficult', 'Great Soundtrack', 'Indie', 'Fast-Paced', 'Arcade', 'Addictive', 'Rhythm', 'Singleplayer', 'Minimalist', 'Action', 'Score Attack', 'Music', '2D', 'Psychedelic', 'Colorful', 'Casual', 'Replay Value', 'Controller', 'Puzzle', 'Soundtrack']"
266840,Age of Mythology: Extended Edition,2014-05-08,True,False,False,Very Positive,92,24978,29.99,29.99,0.0,"Age of Mythology is back! Choose your god and take to the battlefield in this classic, upgraded with full Steamworks integration and enhanced features.","['Strategy', 'Mythology', 'RTS', 'Classic', 'Multiplayer', 'Nostalgia', 'Great Soundtrack', 'Singleplayer', 'Epic', 'Fantasy', 'Simulation', 'Historical', 'Atmospheric', 'Real-Time', 'Tactical', 'Story Rich', 'Adventure', 'Co-op', 'Remake', 'Action']"
345820,Shantae and the Pirate's Curse,2015-04-23,True,False,False,Overwhelmingly Positive,95,1467,19.99,19.99,0.0,"Embark on an all-new adventure with Shantae, the hair-whipping belly dancing genie. After losing her magic, Shantae teams up with the nefarious pirate Risky Boots in order to save Sequin Land from a curse.","['Platformer', 'Metroidvania', 'Female Protagonist', 'Great Soundtrack', '2D', 'Pixel Graphics', 'Action', 'Adventure', 'Anime', 'Indie', 'Cute', 'Singleplayer', 'Pirates', 'Funny', 'Side Scroller', 'RPG', 'Sexual Content', 'Difficult', 'Comedy']"
465200,Fury Unleashed,2020-05-08,True,True,True,Very Positive,88,1309,19.99,19.99,0.0,"Shoot your way through the pages of an ever-changing comic book in this fast-paced roguelike. Play solo, in local or online co-op, expand your weaponry, and upgrade your hero with each run. All that to find out why has your creator lost his faith in you and to prove him wrong.","['Replay Value', 'Roguelike', 'Fast-Paced', 'Difficult', 'Online Co-Op', 'Old School', 'Shooter', 'Platformer', 'Local Multiplayer', '2D Platformer', '2D', 'Perma Death', 'Roguelite', 'Co-op', 'Side Scroller', 'RPG', 'Local Co-Op', 'Combat', 'Multiplayer', 'Action']"
550340,Umineko: Golden Fantasia,2017-12-08,True,False,False,Very Positive,90,313,24.99,24.99,0.0,"The tag-team fighting game based on the original ""Umineko When They Cry"" series, finally released on Steam, in English and with improved rollback netplay!","['Action', 'Fighting', '2D Fighter', 'Indie', 'Anime', 'Multiplayer', 'Arcade', 'Memes', '2D', 'Psychological Horror', 'Visual Novel', 'Fantasy', 'Singleplayer', 'eSports', 'JRPG', 'Cute', 'PvP', 'Dark Fantasy', 'Great Soundtrack', 'Free to Play']"
680420,OUTRIDERS,2021-04-01,True,False,False,Mixed,65,44154,39.99,39.99,0.0,"Outriders’ brutal and bloody combat combines frenetic gunplay, violent powers and deep RPG systems to create a true genre hybrid.","['Looter Shooter', 'RPG', 'Co-op', 'Third-Person Shooter', 'Action', 'Adventure', 'Multiplayer', 'Loot', 'Shooter', 'Singleplayer', 'Gore', 'Online Co-Op', 'Sci-fi', 'Violent', 'Open World', 'Third Person', 'Character Customization', 'Post-apocalyptic', 'Sexual Content', 'Story Rich']"
755500,ONE PIECE World Seeker,2019-03-14,True,False,False,Mostly Positive,78,2712,8.99,59.99,85.0,"Leave your compass behind and join Luffy as he embarks on a brand new action-packed adventure where you can experience the powers of the legendary Gum-Gum fruit to uncover hidden secrets on an original, never-before-seen island!","['Action', 'Adventure', 'Anime', 'Open World', 'Singleplayer', 'Pirates', 'Multiplayer', 'Fighting', 'Co-op', 'Sexual Content', 'JRPG', 'Story Rich', 'RPG', 'Third Person', 'Fantasy']"
939960,Far Cry® New Dawn,2019-02-15,True,False,False,Mostly Positive,76,22055,39.99,39.99,0.0,"Dive into a transformed vibrant post-apocalyptic Hope County, Montana, 17 years after a global nuclear catastrophe. Lead the fight against the Highwaymen, as they seek to take over the last remaining resources.","['Open World', 'FPS', 'Action', 'Co-op', 'Post-apocalyptic', 'Multiplayer', 'Adventure', 'First-Person', 'Shooter', 'Online Co-Op', 'Singleplayer', 'Stealth', 'Story Rich', 'Survival', 'RPG', 'Female Protagonist', 'Sandbox', 'Action RPG', 'Casual', 'Psychological Horror']"
